FullName,PhotoUrl,ShootingTotal,PassingTotal,PaceTotal,DefendingTotal,DribblingTotal,PhysicalityTotal,BestPosition
Lukas Sulzbacher,https://cdn.sofifa.com/players/258/822/22_60.png,34,49,75,55,58,66,RB
Gustavo Sánchez,https://cdn.sofifa.com/players/220/167/22_60.png,60,60,61,42,60,61,GK
Damián Torres,https://cdn.sofifa.com/players/239/623/22_60.png,43,58,63,59,63,63,CDM
Alan Kerouedan,https://cdn.sofifa.com/players/257/031/22_60.png,56,56,69,55,64,62,RM
Claudio Kammerknecht,https://cdn.sofifa.com/players/262/664/22_60.png,23,44,58,61,45,68,CB
Jared Stroud,https://cdn.sofifa.com/players/243/464/22_60.png,53,56,67,53,61,65,CM
Markel Lozano Llona,https://cdn.sofifa.com/players/263/177/22_60.png,41,61,59,60,58,69,CDM
Bradley Barry,https://cdn.sofifa.com/players/215/561/22_60.png,34,50,74,55,57,71,RB
Túlio Sebastião Carvalhal Neves,https://cdn.sofifa.com/players/230/409/22_60.png,38,45,61,63,36,71,CB
Daniel Björnquist,https://cdn.sofifa.com/players/221/206/22_60.png,39,49,74,55,57,66,RB
Mohammed Al Baqawi,https://cdn.sofifa.com/players/239/126/22_60.png,28,53,75,57,56,61,RWB
Rassoul Ndiaye,https://cdn.sofifa.com/players/251/926/22_60.png,42,56,69,56,61,67,CDM
Paolo Sciortino,https://cdn.sofifa.com/players/263/398/22_60.png,40,54,54,61,53,60,CDM
Muteb Al Mufarrij,https://cdn.sofifa.com/players/232/675/22_60.png,26,40,63,62,47,61,CB
Bo Seop Kim,https://cdn.sofifa.com/players/237/027/22_60.png,58,50,78,20,61,68,ST
Cristian Trujillo,https://cdn.sofifa.com/players/258/787/22_60.png,51,58,68,48,58,48,CM
Pengfei Shan,https://cdn.sofifa.com/players/222/180/22_60.png,32,45,70,57,53,70,RB
Davide Massaro,https://cdn.sofifa.com/players/257/764/22_60.png,61,45,65,34,59,54,ST
Mohammed Majrashi,https://cdn.sofifa.com/players/210/149/22_60.png,58,47,66,24,61,73,ST
Abdulaziz Al Sharid,https://cdn.sofifa.com/players/232/677/22_60.png,53,59,50,54,61,62,CM
Bobby Thomas,https://cdn.sofifa.com/players/257/253/22_60.png,32,41,55,62,44,65,CB
Bjarki Steinn Bjarkason,https://cdn.sofifa.com/players/258/533/22_60.png,50,60,64,33,61,50,RM
Luciano Cingolani,https://cdn.sofifa.com/players/261/349/22_60.png,59,54,74,25,62,42,RM
Rayhaan Tulloch,https://cdn.sofifa.com/players/241/382/22_60.png,59,53,68,25,64,56,ST
Yohei Takeda,https://cdn.sofifa.com/players/232/418/22_60.png,60,56,59,25,60,66,GK
Apostolos Konstantopoulos,https://cdn.sofifa.com/players/262/940/22_60.png,26,46,65,59,58,67,CB
Jay Stansfield,https://cdn.sofifa.com/players/255/206/22_60.png,62,47,74,25,62,54,ST
Lucas Lund,https://cdn.sofifa.com/players/256/742/22_60.png,61,60,64,32,63,61,GK
Joseph Mendes,https://cdn.sofifa.com/players/202/727/22_60.png,59,52,76,35,59,72,ST
Matthew Acton,https://cdn.sofifa.com/players/209/895/22_60.png,61,59,63,40,63,58,GK
Sebastian Jørgensen,https://cdn.sofifa.com/players/250/855/22_60.png,56,55,72,24,62,53,CAM
Barne Pernot,https://cdn.sofifa.com/players/257/255/22_60.png,28,46,69,60,60,66,CB
Jamie Reckord,https://cdn.sofifa.com/players/200/936/22_60.png,41,52,74,57,58,66,LWB
Tianyu Qi,https://cdn.sofifa.com/players/228/072/22_60.png,52,60,64,58,58,60,RB
Abdulkarim Al Qahtani,https://cdn.sofifa.com/players/232/680/22_60.png,58,59,75,40,66,56,RM
Esteban Obregón,https://cdn.sofifa.com/players/259/810/22_60.png,59,56,72,31,65,48,CAM
Cisse Sandra,https://cdn.sofifa.com/players/260/577/22_60.png,60,61,66,34,65,59,CAM
Paulo Estrela Moreira Alves,https://cdn.sofifa.com/players/255/255/22_60.png,51,60,55,59,61,61,CDM
Christian Norton,https://cdn.sofifa.com/players/257/245/22_60.png,62,52,82,31,63,52,CAM
Gregorio Tanco,https://cdn.sofifa.com/players/258/071/22_60.png,32,43,62,62,49,60,CB
Ali Sanogo,https://cdn.sofifa.com/players/262/168/22_60.png,53,56,73,23,65,48,RM
Gor Manvelyan,https://cdn.sofifa.com/players/263/448/22_60.png,59,60,73,32,67,32,CAM
Jianrong Zhu,https://cdn.sofifa.com/players/238/104/22_60.png,58,51,66,34,55,72,ST
Tim Akinola,https://cdn.sofifa.com/players/259/096/22_60.png,50,55,71,58,59,65,CDM
Abdelwahed Wahib,https://cdn.sofifa.com/players/261/595/22_60.png,38,50,70,55,59,59,LB
Can Keles,https://cdn.sofifa.com/players/263/132/22_60.png,53,54,74,26,64,55,LM
Mitchell Clark,https://cdn.sofifa.com/players/240/604/22_60.png,35,52,69,57,58,63,RWB
Ben Mines,https://cdn.sofifa.com/players/242/652/22_60.png,45,57,68,45,65,52,RM
Gustavo Vallecilla,https://cdn.sofifa.com/players/254/172/22_60.png,32,34,64,60,59,70,CB
Jesús Orozco,https://cdn.sofifa.com/players/260/061/22_60.png,60,44,66,26,60,59,ST
Cottrell Ezekwem,https://cdn.sofifa.com/players/262/899/22_60.png,25,40,54,61,40,74,CB
Matty Smith,https://cdn.sofifa.com/players/233/950/22_60.png,57,56,73,35,62,64,RM
Ionuț Rădescu,https://cdn.sofifa.com/players/257/758/22_60.png,58,58,67,31,60,56,RM
Leonhard Münst,https://cdn.sofifa.com/players/263/135/22_60.png,52,61,61,54,61,53,CM
Joseph Anang,https://cdn.sofifa.com/players/244/191/22_60.png,60,59,61,33,62,59,GK
Yuya Takagi,https://cdn.sofifa.com/players/260/575/22_60.png,43,61,66,57,62,64,LWB
Pablo Ibáñez Lumbreras,https://cdn.sofifa.com/players/264/160/22_60.png,47,59,59,58,58,58,CM
Hans Christian Bernat,https://cdn.sofifa.com/players/246/240/22_60.png,59,61,62,33,61,59,GK
Evens Joseph,https://cdn.sofifa.com/players/246/752/22_60.png,56,50,85,29,68,49,RM
Robert Neciu,https://cdn.sofifa.com/players/251/872/22_60.png,37,51,77,57,57,58,LB
Jérôme Deom,https://cdn.sofifa.com/players/233/953/22_60.png,45,60,79,52,70,45,RM
Tochi Chukwuani,https://cdn.sofifa.com/players/252/148/22_60.png,55,59,68,53,65,61,CAM
Raul Costin,https://cdn.sofifa.com/players/257/753/22_60.png,53,56,43,63,51,61,CB
Kojiro Nakano,https://cdn.sofifa.com/players/257/010/22_60.png,61,56,61,20,63,57,GK
Iker Unzueta Arregui,https://cdn.sofifa.com/players/262/488/22_60.png,65,47,64,22,61,57,ST
Mathew Stevens,https://cdn.sofifa.com/players/229/731/22_60.png,60,48,73,21,61,66,ST
Luke McNally,https://cdn.sofifa.com/players/247/395/22_60.png,34,46,55,59,52,70,CB
Ziming Wang,https://cdn.sofifa.com/players/242/276/22_60.png,58,48,79,32,61,68,ST
Nathan Ngoumou,https://cdn.sofifa.com/players/250/724/22_60.png,61,58,74,29,61,56,RM
Philipp Sturm,https://cdn.sofifa.com/players/252/260/22_60.png,50,56,69,42,61,57,RM
Danny Hernández,https://cdn.sofifa.com/players/261/476/22_60.png,29,48,69,57,54,51,LB
Erhan Yilmaz,https://cdn.sofifa.com/players/263/270/22_60.png,51,61,65,37,64,51,CAM
Robbie Willmott,https://cdn.sofifa.com/players/209/254/22_60.png,54,57,75,55,62,63,RM
Scott Burgess,https://cdn.sofifa.com/players/222/822/22_60.png,58,60,73,56,63,58,RM
Luke James,https://cdn.sofifa.com/players/207/463/22_60.png,59,50,76,36,62,70,ST
Moisés Acuña,https://cdn.sofifa.com/players/253/799/22_60.png,31,45,55,61,46,66,CB
Alex Rufer,https://cdn.sofifa.com/players/219/392/22_60.png,54,61,66,53,60,73,CM
Tosaint Ricketts,https://cdn.sofifa.com/players/190/720/22_60.png,60,47,85,22,52,59,ST
Esneyder Mena,https://cdn.sofifa.com/players/238/081/22_60.png,51,55,67,28,62,41,CAM
Jelani Reshaun Sumiyoshi,https://cdn.sofifa.com/players/263/170/22_60.png,29,45,63,59,47,66,CB
Yong Ho Yun,https://cdn.sofifa.com/players/238/338/22_60.png,55,57,63,46,64,61,CAM
Jesper Löfgren,https://cdn.sofifa.com/players/247/042/22_60.png,29,42,57,59,52,71,CB
Tyler Burey,https://cdn.sofifa.com/players/253/996/22_60.png,59,55,77,38,64,65,CAM
Christian Gauseth,https://cdn.sofifa.com/players/185/388/22_60.png,57,57,32,50,57,75,CM
Owen Otasowie,https://cdn.sofifa.com/players/242/732/22_60.png,46,57,59,57,61,67,CM
Jack Diamond,https://cdn.sofifa.com/players/241/452/22_60.png,54,52,81,32,63,54,RM
Quentin Bena,https://cdn.sofifa.com/players/236/588/22_60.png,49,58,61,58,60,71,CB
Bastien Héry,https://cdn.sofifa.com/players/215/084/22_60.png,46,58,71,50,64,65,CAM
Ole Amund Sveen,https://cdn.sofifa.com/players/207/459/22_60.png,59,56,75,56,61,67,ST
Jesurun Rak-Sakyi,https://cdn.sofifa.com/players/264/035/22_60.png,61,57,69,24,64,46,CAM
Louis Munteanu,https://cdn.sofifa.com/players/248/674/22_60.png,61,52,73,38,64,56,ST
Mike Fondop,https://cdn.sofifa.com/players/261/211/22_60.png,59,41,69,20,58,75,ST
Ruibao Hu,https://cdn.sofifa.com/players/240/472/22_60.png,30,47,66,61,55,63,CB
Rafiki Saïd,https://cdn.sofifa.com/players/257/112/22_60.png,58,51,79,20,70,33,LW
Efraín Orona,https://cdn.sofifa.com/players/237/657/22_60.png,46,58,77,60,54,67,CB
Tyreke Wilson,https://cdn.sofifa.com/players/240/473/22_60.png,42,55,70,56,59,52,LB
Daniel Plomer Gordillo,https://cdn.sofifa.com/players/255/577/22_60.png,47,57,70,28,59,53,RM
Yanis Cimignani,https://cdn.sofifa.com/players/258/393/22_60.png,53,60,68,51,66,52,CAM
Nathan Bitumazala,https://cdn.sofifa.com/players/264/026/22_60.png,42,55,67,59,63,56,CDM
Wei Zhang,https://cdn.sofifa.com/players/224/602/22_60.png,37,53,72,60,58,63,LWB
Juan Mercado,https://cdn.sofifa.com/players/260/442/22_60.png,44,54,61,60,55,56,RB
Takuhiro Nakai,https://cdn.sofifa.com/players/259/419/22_60.png,50,60,58,31,64,47,CAM
Aleksander Buksa,https://cdn.sofifa.com/players/247/388/22_60.png,60,47,72,23,60,55,ST
Leonardo Mosquera,https://cdn.sofifa.com/players/264/546/22_60.png,49,49,70,56,57,58,LB
Driss Trichard,https://cdn.sofifa.com/players/221/277/22_60.png,55,57,67,55,61,58,LB
Xiao Chen,https://cdn.sofifa.com/players/233/054/22_60.png,50,59,58,58,58,70,CB
Tobe Leysen,https://cdn.sofifa.com/players/243/294/22_60.png,58,55,66,29,63,60,GK
Ruas Machado Pedro Miguel,https://cdn.sofifa.com/players/262/751/22_60.png,21,32,57,60,29,76,CB
Pablo Barredo Calvo,https://cdn.sofifa.com/players/252/255/22_60.png,57,58,62,28,61,60,GK
Ilay Elmkies,https://cdn.sofifa.com/players/254/303/22_60.png,46,61,65,56,63,52,CM
Dillon Barnes,https://cdn.sofifa.com/players/213/344/22_60.png,58,57,61,58,64,61,GK
Cosmin Achim,https://cdn.sofifa.com/players/247/905/22_60.png,24,32,63,62,40,68,CB
Facundo Castet,https://cdn.sofifa.com/players/260/705/22_60.png,29,48,70,56,58,62,LB
Pablo Felipe Pereira de Jesus,https://cdn.sofifa.com/players/264/290/22_60.png,64,44,69,24,57,52,ST
Yiğit Emre Çeltik,https://cdn.sofifa.com/players/263/724/22_60.png,48,58,69,49,65,48,CAM
Deji Beyreuther,https://cdn.sofifa.com/players/240/939/22_60.png,41,50,72,57,56,58,LB
Pedro Alves Correia,https://cdn.sofifa.com/players/239/915/22_60.png,64,47,45,25,53,65,ST
Ar'jany Martha,https://cdn.sofifa.com/players/264/221/22_60.png,55,56,80,30,64,41,LM
Won Jae Park,https://cdn.sofifa.com/players/237/089/22_60.png,35,45,70,57,58,62,RB
Shaya Sharahili,https://cdn.sofifa.com/players/208/929/22_60.png,46,58,64,57,62,65,CDM
Rahmat Akbari,https://cdn.sofifa.com/players/241/440/22_60.png,49,55,79,58,64,61,CAM
Jean Carlos Pestaña,https://cdn.sofifa.com/players/238/880/22_60.png,26,42,55,62,38,66,CB
Serge-Philippe Raux-Yao,https://cdn.sofifa.com/players/251/167/22_60.png,32,39,50,58,35,76,CB
Dominik Schmidt,https://cdn.sofifa.com/players/193/310/22_60.png,32,49,37,58,49,74,CB
Marius Hauptmann,https://cdn.sofifa.com/players/244/510/22_60.png,50,55,78,41,64,49,RM
Jonah Osabutey,https://cdn.sofifa.com/players/239/646/22_60.png,58,47,82,24,64,57,ST
Jayden Mitchell-Lawson,https://cdn.sofifa.com/players/244/765/22_60.png,54,55,72,36,66,42,CAM
Sam Stubbs,https://cdn.sofifa.com/players/237/341/22_60.png,29,40,51,61,52,66,CB
Pavel Pérez,https://cdn.sofifa.com/players/263/965/22_60.png,54,59,71,49,63,53,CAM
Aaron Kamardin,https://cdn.sofifa.com/players/256/801/22_60.png,29,41,55,63,42,60,CB
Airam López Cabrera,https://cdn.sofifa.com/players/194/076/22_60.png,61,55,57,26,60,67,ST
Daniel Wilmering,https://cdn.sofifa.com/players/247/836/22_60.png,30,51,79,54,57,63,LWB
Mohammed Al Rubaie,https://cdn.sofifa.com/players/245/276/22_60.png,52,59,62,38,64,63,GK
Liridon Krasniqi,https://cdn.sofifa.com/players/203/548/22_60.png,52,53,69,43,67,65,CAM
Joel Jiménez Portero,https://cdn.sofifa.com/players/264/476/22_60.png,60,55,58,24,64,59,GK
Jean Franco Fuentes,https://cdn.sofifa.com/players/259/864/22_60.png,32,53,62,63,44,58,CB
Gloire Amanda,https://cdn.sofifa.com/players/263/449/22_60.png,60,48,72,20,60,59,ST
Eric Hottmann,https://cdn.sofifa.com/players/251/417/22_60.png,56,53,66,26,61,70,ST
Edoardo Bove,https://cdn.sofifa.com/players/262/171/22_60.png,50,59,64,52,62,50,CM
Ernest Poku,https://cdn.sofifa.com/players/264/219/22_60.png,51,49,90,28,67,39,RW
Regan Slater,https://cdn.sofifa.com/players/241/953/22_60.png,53,61,66,56,60,64,CM
Dániel Prosser,https://cdn.sofifa.com/players/264/482/22_60.png,59,52,75,28,62,56,RW
Ole Romeny,https://cdn.sofifa.com/players/259/114/22_60.png,60,50,67,23,63,60,ST
Kaleth Hernández,https://cdn.sofifa.com/players/246/821/22_60.png,48,58,66,42,69,54,CAM
José Miguel Castañeda Macho,https://cdn.sofifa.com/players/244/010/22_60.png,57,61,66,52,65,40,CAM
Jetmir Haliti,https://cdn.sofifa.com/players/260/648/22_60.png,30,45,91,61,54,67,RB
Pius Krätschmer,https://cdn.sofifa.com/players/256/296/22_60.png,44,56,63,59,53,67,CB
Samuel Silvera,https://cdn.sofifa.com/players/251/176/22_60.png,54,51,69,29,64,46,CAM
Chang Yong Lee,https://cdn.sofifa.com/players/212/776/22_60.png,33,51,57,59,55,71,CB
Ji Hoon Lee,https://cdn.sofifa.com/players/237/095/22_60.png,26,45,73,60,55,61,RB
Damian Rivera,https://cdn.sofifa.com/players/254/246/22_60.png,54,51,72,24,67,44,LW
Federico Paradela,https://cdn.sofifa.com/players/263/718/22_60.png,53,60,64,47,66,51,CAM
Haymenn Bah-Traoré,https://cdn.sofifa.com/players/262/950/22_60.png,33,44,78,58,57,67,RB
Guillermo Marín,https://cdn.sofifa.com/players/259/877/22_60.png,54,58,71,38,62,52,RM
Archie Davies,https://cdn.sofifa.com/players/238/117/22_60.png,42,52,72,55,58,63,RWB
Jinxian Wang,https://cdn.sofifa.com/players/224/546/22_60.png,48,55,75,52,60,64,RM
Luís Fellipe Rodrigues Mota,https://cdn.sofifa.com/players/263/973/22_60.png,66,44,55,26,56,53,ST
Des Kunst,https://cdn.sofifa.com/players/259/620/22_60.png,62,46,57,32,56,65,ST
Lenn Jastremski,https://cdn.sofifa.com/players/257/060/22_60.png,63,40,59,19,56,60,ST
Nelson Balongo,https://cdn.sofifa.com/players/245/796/22_60.png,60,47,79,24,62,51,ST
Iván Contreras,https://cdn.sofifa.com/players/240/420/22_60.png,25,48,61,61,56,56,RB
Gary Woods,https://cdn.sofifa.com/players/186/147/22_60.png,59,60,64,50,64,55,GK
Jayden Richardson,https://cdn.sofifa.com/players/251/427/22_60.png,34,47,86,54,59,64,RB
Francois-Joseph Sollacaro,https://cdn.sofifa.com/players/223/011/22_60.png,59,56,62,44,64,60,GK
Niklas Tauer,https://cdn.sofifa.com/players/253/474/22_60.png,45,55,53,60,60,58,CDM
Chris Merrie,https://cdn.sofifa.com/players/240/674/22_60.png,53,56,64,58,58,64,CDM
Nigel Atangana,https://cdn.sofifa.com/players/224/088/22_60.png,50,57,55,62,58,74,CB
Andrew Putna,https://cdn.sofifa.com/players/244/567/22_60.png,61,60,60,25,59,62,GK
Gustavo Salvatierra,https://cdn.sofifa.com/players/254/194/22_60.png,58,60,60,39,62,59,GK
Evan Newton,https://cdn.sofifa.com/players/202/583/22_60.png,60,59,60,35,60,62,GK
Neil Farrugia,https://cdn.sofifa.com/players/247/001/22_60.png,54,56,76,53,62,60,LM
Jared Khasa,https://cdn.sofifa.com/players/246/233/22_60.png,58,50,81,32,65,66,ST
Idris Kanu,https://cdn.sofifa.com/players/240/345/22_60.png,60,53,79,53,64,62,ST
Jesper Gustavsson,https://cdn.sofifa.com/players/219/865/22_60.png,43,54,62,57,57,68,CDM
Jacob Shaffelburg,https://cdn.sofifa.com/players/251/352/22_60.png,53,56,80,47,61,54,LM
Bilal Bayazit,https://cdn.sofifa.com/players/240/856/22_60.png,60,42,61,24,62,61,GK
Fabian Ahumada,https://cdn.sofifa.com/players/226/264/22_60.png,58,55,70,30,63,57,ST
Luiz Skraback,https://cdn.sofifa.com/players/264/664/22_60.png,56,57,66,44,63,54,RM
Timi Odusina,https://cdn.sofifa.com/players/233/687/22_60.png,34,44,64,59,49,72,CB
Ron Berlinski,https://cdn.sofifa.com/players/261/334/22_60.png,62,49,79,31,56,61,ST
Gaute Vetti,https://cdn.sofifa.com/players/242/134/22_60.png,48,59,61,53,62,61,CM
Colm Horgan,https://cdn.sofifa.com/players/226/006/22_60.png,31,55,65,57,58,64,RB
Andy Burbano,https://cdn.sofifa.com/players/258/261/22_60.png,52,58,77,52,59,49,RB
Ross Doohan,https://cdn.sofifa.com/players/257/237/22_60.png,59,60,59,61,62,59,GK
Thibo Baeten,https://cdn.sofifa.com/players/251/349/22_60.png,61,41,74,21,58,58,ST
Fahad Al Johani,https://cdn.sofifa.com/players/210/901/22_60.png,61,53,73,26,61,67,ST
Metehan Güçlü,https://cdn.sofifa.com/players/247/508/22_60.png,60,54,75,23,61,56,ST
Samuel Essende,https://cdn.sofifa.com/players/245/716/22_60.png,60,41,68,25,59,69,ST
Suf Podgoreanu,https://cdn.sofifa.com/players/264/660/22_60.png,64,56,64,37,63,60,ST
Manoubi Haddad,https://cdn.sofifa.com/players/262/356/22_60.png,62,53,60,19,69,39,RM
Teddy Boulhendi,https://cdn.sofifa.com/players/257/235/22_60.png,60,60,59,48,61,59,GK
Kevin Piscopo,https://cdn.sofifa.com/players/251/603/22_60.png,62,50,73,48,61,65,ST
Noel Niemann,https://cdn.sofifa.com/players/244/179/22_60.png,55,55,81,27,68,53,RM
Sergio Fretes,https://cdn.sofifa.com/players/254/722/22_60.png,53,51,73,24,63,45,RW
Lu Zhang,https://cdn.sofifa.com/players/224/731/22_60.png,57,54,74,56,58,65,RM
Marius Adamonis,https://cdn.sofifa.com/players/233/691/22_60.png,64,54,64,20,60,58,GK
Benny Ashley-Seal,https://cdn.sofifa.com/players/226/800/22_60.png,57,43,77,24,59,63,ST
Harrison Burrows,https://cdn.sofifa.com/players/248/050/22_60.png,47,55,73,55,63,45,LWB
Jack Lahne,https://cdn.sofifa.com/players/241/650/22_60.png,61,52,92,36,64,62,CAM
Miguel Ângelo Moreira Magalhães,https://cdn.sofifa.com/players/240/882/22_60.png,33,48,71,57,59,52,RWB
Sergio Díaz Sorroche,https://cdn.sofifa.com/players/263/154/22_60.png,58,61,62,33,63,63,GK
Scott Fox,https://cdn.sofifa.com/players/195/057/22_60.png,60,61,61,33,62,61,GK
Hugo Ángeles,https://cdn.sofifa.com/players/255/729/22_60.png,27,36,72,59,58,54,LB
Mason O'Malley,https://cdn.sofifa.com/players/251/889/22_60.png,37,50,71,56,56,59,LB
Abdullah Yiğiter,https://cdn.sofifa.com/players/237/553/22_60.png,59,62,63,21,64,58,GK
Tristan Abrahams,https://cdn.sofifa.com/players/236/785/22_60.png,59,48,83,21,63,69,ST
Mert Miraç Altıntaş,https://cdn.sofifa.com/players/263/921/22_60.png,61,51,73,28,66,45,LW
Gleider Caro,https://cdn.sofifa.com/players/260/335/22_60.png,28,47,62,60,54,62,RB
Bruno Valdez,https://cdn.sofifa.com/players/261/083/22_60.png,42,48,73,59,59,61,LB
Florian Palmowski,https://cdn.sofifa.com/players/258/031/22_60.png,60,60,58,31,62,65,GK
Federico Torres,https://cdn.sofifa.com/players/254/959/22_60.png,32,42,60,64,42,56,CB
Roberto Rivas,https://cdn.sofifa.com/players/254/191/22_60.png,60,61,60,38,60,58,GK
Léo Pétrot,https://cdn.sofifa.com/players/248/559/22_60.png,31,42,60,63,51,67,CB
Sam Smith,https://cdn.sofifa.com/players/235/247/22_60.png,61,50,67,24,57,70,ST
Andre Wright,https://cdn.sofifa.com/players/230/895/22_60.png,61,50,74,26,58,62,ST
Vladimir Moragrega,https://cdn.sofifa.com/players/263/663/22_60.png,64,45,57,24,61,54,ST
Ricardo Garay,https://cdn.sofifa.com/players/254/702/22_60.png,32,42,58,60,49,64,CB
Sylian Mokono,https://cdn.sofifa.com/players/255/213/22_60.png,31,48,75,58,60,67,RB
Owen Evans,https://cdn.sofifa.com/players/230/893/22_60.png,60,58,64,40,64,62,GK
Will Ferry,https://cdn.sofifa.com/players/241/875/22_60.png,52,57,70,31,65,45,LM
Boris Rotenberg,https://cdn.sofifa.com/players/150/995/22_60.png,38,52,65,63,49,62,CB
Nicolás Palavecino,https://cdn.sofifa.com/players/264/147/22_60.png,63,61,61,46,61,53,CAM
Omar Sijarić,https://cdn.sofifa.com/players/258/644/22_60.png,49,59,66,43,65,55,CAM
Matheo Raab,https://cdn.sofifa.com/players/257/480/22_60.png,61,57,62,23,63,62,GK
Benjamin Hjertstrand,https://cdn.sofifa.com/players/255/176/22_60.png,33,51,65,58,49,61,LB
Robert Moldoveanu,https://cdn.sofifa.com/players/251/848/22_60.png,58,56,71,18,65,56,ST
Paddy Barrett,https://cdn.sofifa.com/players/205/139/22_60.png,42,43,57,58,49,74,CB
Cammy MacPherson,https://cdn.sofifa.com/players/244/563/22_60.png,56,61,69,59,62,73,CDM
Antonio Jonjić,https://cdn.sofifa.com/players/247/123/22_60.png,52,54,73,30,66,59,RM
Diego García,https://cdn.sofifa.com/players/253/779/22_60.png,51,57,64,42,62,64,CAM
Joao Grimaldo,https://cdn.sofifa.com/players/261/971/22_60.png,57,59,72,36,63,52,CAM
Kristoffer Askildsen,https://cdn.sofifa.com/players/246/100/22_60.png,51,61,64,56,63,62,RM
Dai Tsukamoto,https://cdn.sofifa.com/players/255/828/22_60.png,57,53,78,38,65,59,ST
Syb van Ottele,https://cdn.sofifa.com/players/260/436/22_60.png,32,46,51,61,44,68,CB
César Huanca,https://cdn.sofifa.com/players/236/234/22_60.png,60,37,63,21,57,58,ST
Sid Nelson,https://cdn.sofifa.com/players/221/525/22_60.png,27,40,50,60,46,72,CB
Ismaël Aaneba,https://cdn.sofifa.com/players/240/725/22_60.png,32,51,55,62,56,63,CB
Shuhei Kawasaki,https://cdn.sofifa.com/players/255/829/22_60.png,57,58,73,23,63,56,CAM
Malik Tillman,https://cdn.sofifa.com/players/256/853/22_60.png,64,48,66,18,62,56,ST
Ian Lawlor,https://cdn.sofifa.com/players/209/750/22_60.png,58,59,63,45,63,60,GK
Jhohan Romaña,https://cdn.sofifa.com/players/233/814/22_60.png,26,39,55,60,41,67,CB
João Caiado Vaz Dias,https://cdn.sofifa.com/players/245/334/22_60.png,55,61,69,48,65,58,CAM
Justin Portillo,https://cdn.sofifa.com/players/247/638/22_60.png,51,60,57,56,63,57,CDM
Allan Linguet,https://cdn.sofifa.com/players/248/662/22_60.png,30,47,58,60,64,56,RB
David Agudelo,https://cdn.sofifa.com/players/264/535/22_60.png,65,57,60,34,61,55,GK
David Argüelles Álvarez,https://cdn.sofifa.com/players/259/528/22_60.png,36,44,77,57,58,55,LB
Agon Mehmeti,https://cdn.sofifa.com/players/187/338/22_60.png,62,51,57,30,56,68,ST
Shayne Pattynama,https://cdn.sofifa.com/players/262/098/22_60.png,46,57,65,54,58,65,LB
Sveinn Aron Guðjohnsen,https://cdn.sofifa.com/players/244/942/22_60.png,60,39,46,26,55,69,ST
Tom Kretzschmar,https://cdn.sofifa.com/players/244/178/22_60.png,60,58,63,42,64,61,GK
Kevin Lomónaco,https://cdn.sofifa.com/players/260/561/22_60.png,27,33,61,62,37,66,CB
Redouane Halhal,https://cdn.sofifa.com/players/264/657/22_60.png,30,43,63,62,47,61,CB
Bamo Meïté,https://cdn.sofifa.com/players/264/401/22_60.png,30,35,63,64,37,61,CB
Ralph Priso,https://cdn.sofifa.com/players/259/280/22_60.png,36,52,64,59,59,67,CB
Dominik Meisel,https://cdn.sofifa.com/players/251/856/22_60.png,48,60,67,50,69,52,CAM
Khaled Al Barakah,https://cdn.sofifa.com/players/231/120/22_60.png,37,52,71,60,56,70,CB
Kota Miyamoto,https://cdn.sofifa.com/players/255/183/22_60.png,41,60,69,57,56,65,CDM
Illian Hernández,https://cdn.sofifa.com/players/263/631/22_60.png,60,50,68,28,57,65,ST
Mustapha Sangaré,https://cdn.sofifa.com/players/259/534/22_60.png,60,48,68,24,57,64,ST
Tomáš Ostrák,https://cdn.sofifa.com/players/247/245/22_60.png,56,62,62,53,64,61,CAM
Jeizon Ramírez,https://cdn.sofifa.com/players/253/898/22_60.png,54,56,68,27,62,53,RM
Gaëtan Arib,https://cdn.sofifa.com/players/245/453/22_60.png,37,56,65,57,62,56,CDM
Lucas Sanabria,https://cdn.sofifa.com/players/255/436/22_60.png,51,52,62,50,65,55,CAM
Bradley Barcola,https://cdn.sofifa.com/players/264/652/22_60.png,59,57,76,30,62,49,ST
Fernando Álvarez,https://cdn.sofifa.com/players/263/628/22_60.png,34,43,67,60,43,67,CB
Piero Sabroso,https://cdn.sofifa.com/players/261/323/22_60.png,66,41,62,22,57,65,ST
Sergio Arratia Lechosa,https://cdn.sofifa.com/players/259/531/22_60.png,43,60,59,57,60,65,CDM
Josué Albert,https://cdn.sofifa.com/players/239/051/22_60.png,26,38,51,61,40,70,CB
Yangyang Jin,https://cdn.sofifa.com/players/225/739/22_60.png,29,37,57,60,41,73,CB
Maguette Diongue,https://cdn.sofifa.com/players/262/347/22_60.png,59,57,66,54,63,55,CAM
Julio César Enciso,https://cdn.sofifa.com/players/255/434/22_60.png,55,53,68,31,65,43,RM
Jean Carlos Montaño,https://cdn.sofifa.com/players/256/002/22_60.png,42,58,71,58,61,59,CDM
Francisco Ginella,https://cdn.sofifa.com/players/254/694/22_60.png,53,55,69,52,64,59,CAM
Ernest Terpiłowski,https://cdn.sofifa.com/players/263/594/22_60.png,59,50,86,25,63,66,ST
Bernhard Unger,https://cdn.sofifa.com/players/256/172/22_60.png,58,57,64,40,63,54,GK
Dominik Schmid,https://cdn.sofifa.com/players/239/016/22_60.png,47,63,74,54,62,68,LM
Dawid Szot,https://cdn.sofifa.com/players/248/488/22_60.png,28,49,71,58,43,66,RB
