ShootingTotal,PassingTotal,PaceTotal,DefendingTotal,DribblingTotal,PhysicalityTotal,BestPosition
32,54,61,58,59,56,LWB
51,61,50,61,60,65,CB
59,58,88,40,64,57,RM
51,58,70,56,64,53,RM
40,55,71,60,61,65,CB
41,55,66,57,61,64,CDM
59,57,67,32,65,61,CAM
29,41,73,60,49,78,CB
36,53,54,61,52,74,CB
32,54,58,62,48,74,CB
62,49,62,33,58,65,ST
54,55,67,61,62,74,CDM
28,42,43,61,40,74,CB
53,49,55,63,56,66,CB
31,48,58,60,41,77,CB
27,47,71,61,47,74,CB
29,42,31,61,38,72,CB
60,63,59,33,64,60,GK
58,56,79,34,65,54,LW
48,57,75,35,70,47,LM
22,42,69,61,50,69,CB
46,57,61,59,55,66,CDM
57,62,70,55,61,71,RB
62,60,68,29,62,53,RM
61,54,69,26,62,54,ST
31,52,38,60,49,73,CB
41,53,61,60,51,74,CDM
62,61,63,40,64,60,GK
53,58,71,31,72,44,CAM
62,60,60,31,61,62,GK
32,47,66,63,54,64,CB
58,56,61,57,65,59,GK
57,57,60,64,62,48,CM
32,47,65,61,57,66,CB
24,38,71,63,46,62,CB
58,58,67,39,68,48,CAM
60,60,62,45,62,61,GK
52,58,62,33,69,44,CAM
64,53,57,34,58,54,ST
61,42,75,28,64,52,ST
51,60,61,64,62,70,CB
57,63,62,38,63,62,GK
54,51,77,33,63,67,RM
30,42,55,61,42,67,CB
57,58,66,44,66,54,CAM
50,56,65,41,63,53,LM
41,56,65,55,62,67,RM
55,55,68,56,62,72,CAM
56,59,69,56,65,70,CAM
59,49,63,28,59,74,ST
59,60,72,43,61,50,CAM
49,60,69,40,68,48,CAM
45,57,54,64,59,57,CDM
49,60,72,54,66,55,CAM
22,47,51,60,45,71,CB
51,52,85,29,67,47,RM
56,57,71,49,64,57,CAM
55,49,84,18,64,45,RM
60,56,69,33,63,61,CAM
47,60,76,36,64,49,LM
52,57,79,51,61,47,LM
61,52,70,34,61,51,ST
39,46,63,58,55,62,RB
56,59,57,46,61,72,RM
50,56,77,49,66,52,RM
51,51,61,51,62,62,CM
47,56,66,57,63,61,CM
38,54,32,60,55,59,CB
31,52,73,59,60,53,RWB
59,61,72,45,65,65,CAM
61,46,82,28,63,51,ST
61,57,67,28,66,54,ST
41,49,52,59,48,66,CB
42,43,67,60,59,59,LB
54,53,76,24,65,39,LM
62,63,59,53,63,62,GK
49,50,63,61,62,69,CDM
31,43,61,63,48,64,CB
47,60,54,60,62,50,CM
58,52,73,33,62,61,ST
51,56,69,57,65,63,CAM
53,58,64,50,62,51,RM
50,53,88,36,63,58,LM
47,62,57,52,65,63,CM
26,37,64,63,43,67,CB
61,57,72,22,64,51,ST
50,56,81,24,61,39,RM
48,58,79,40,59,59,LM
61,50,67,27,61,63,ST
63,44,49,29,55,69,ST
26,47,61,60,46,61,LB
52,58,78,37,67,61,CAM
28,47,37,60,50,72,CB
56,54,70,27,63,56,LM
56,59,68,49,66,47,LM
59,56,61,41,64,58,GK
59,58,61,35,62,60,GK
57,45,61,29,52,64,ST
53,59,65,51,61,58,CAM
51,60,69,32,66,46,CAM
65,45,64,23,58,63,ST
29,44,33,62,35,64,CB
47,57,52,61,55,54,LB
42,47,65,61,57,61,CB
23,39,68,60,40,67,CB
28,50,61,62,50,65,CB
53,58,77,24,64,54,RM
58,56,64,41,65,58,GK
56,58,62,31,67,42,CAM
61,53,77,17,67,54,CAM
53,57,74,54,61,66,LM
55,52,84,45,64,61,RW
63,42,66,30,55,62,ST
56,60,56,51,63,41,CAM
45,66,77,35,66,31,CAM
61,51,67,28,57,59,GK
63,60,56,34,63,60,GK
52,57,69,26,61,46,RM
37,46,67,61,49,68,CB
57,57,70,24,62,57,RM
61,48,53,28,57,69,ST
37,56,69,55,61,61,CDM
51,65,66,50,62,48,RM
35,49,63,59,50,64,CB
36,43,70,58,57,64,LB
27,45,50,62,50,61,CB
26,47,62,59,55,65,CB
58,59,75,52,64,57,CAM
59,61,63,28,61,59,GK
52,54,80,57,66,64,CAM
53,61,66,47,64,52,CAM
56,58,64,54,64,54,CAM
56,49,70,39,67,51,RM
24,35,55,64,35,60,CB
62,50,69,20,60,57,ST
29,48,63,58,53,55,RB
63,43,62,24,57,71,ST
60,48,74,23,62,61,ST
50,53,59,59,56,68,CDM
51,61,66,59,60,69,CDM
31,47,77,60,42,71,CB
54,58,64,57,59,73,LB
28,43,52,58,49,72,CB
35,51,66,56,56,58,LB
32,47,62,57,55,44,RB
56,51,78,29,65,55,RM
24,33,61,61,39,70,CB
61,50,65,30,54,59,ST
35,50,76,55,53,60,RB
32,48,72,56,51,71,RB
59,52,73,27,66,48,RM
55,64,57,40,65,62,GK
42,49,63,63,57,66,CB
23,42,61,61,42,61,CB
62,60,61,24,65,59,GK
56,58,62,39,65,51,CAM
33,53,62,58,56,62,LWB
27,38,54,62,36,64,CB
51,59,71,32,63,48,LM
33,42,47,59,44,75,CB
29,43,73,60,46,57,RB
42,55,74,56,59,67,CDM
61,50,58,28,62,57,ST
50,57,79,36,67,49,CAM
61,52,63,24,62,54,ST
62,51,47,36,56,74,ST
59,60,61,50,63,62,GK
29,48,73,56,55,63,RB
52,56,58,60,57,63,LWB
41,49,56,62,51,68,CB
59,46,74,26,59,67,ST
29,44,65,59,57,59,RB
49,59,66,36,70,43,CAM
60,56,73,30,62,59,ST
32,43,62,61,46,67,CB
58,64,61,37,59,62,GK
44,53,64,57,58,68,CDM
60,59,63,36,64,57,GK
31,46,73,56,55,61,RB
52,57,66,37,68,50,CAM
60,64,65,48,64,54,GK
61,44,61,22,58,65,ST
58,63,59,31,63,59,GK
54,58,59,55,67,53,GK
55,58,62,57,60,57,CM
43,58,73,56,66,54,CAM
33,50,74,55,58,58,RB
58,55,66,37,61,65,ST
38,50,52,61,55,71,CB
53,59,59,55,59,53,CM
34,49,75,55,58,66,RB
60,60,61,42,60,61,GK
43,58,63,59,63,63,CDM
56,56,69,55,64,62,RM
23,44,58,61,45,68,CB
53,56,67,53,61,65,CM
41,61,59,60,58,69,CDM
34,50,74,55,57,71,RB
38,45,61,63,36,71,CB
39,49,74,55,57,66,RB
28,53,75,57,56,61,RWB
42,56,69,56,61,67,CDM
40,54,54,61,53,60,CDM
26,40,63,62,47,61,CB
58,50,78,20,61,68,ST
51,58,68,48,58,48,CM
32,45,70,57,53,70,RB
61,45,65,34,59,54,ST
58,47,66,24,61,73,ST
53,59,50,54,61,62,CM
32,41,55,62,44,65,CB
50,60,64,33,61,50,RM
59,54,74,25,62,42,RM
59,53,68,25,64,56,ST
60,56,59,25,60,66,GK
26,46,65,59,58,67,CB
62,47,74,25,62,54,ST
61,60,64,32,63,61,GK
59,52,76,35,59,72,ST
61,59,63,40,63,58,GK
56,55,72,24,62,53,CAM
28,46,69,60,60,66,CB
41,52,74,57,58,66,LWB
52,60,64,58,58,60,RB
58,59,75,40,66,56,RM
59,56,72,31,65,48,CAM
60,61,66,34,65,59,CAM
51,60,55,59,61,61,CDM
62,52,82,31,63,52,CAM
32,43,62,62,49,60,CB
53,56,73,23,65,48,RM
59,60,73,32,67,32,CAM
58,51,66,34,55,72,ST
50,55,71,58,59,65,CDM
38,50,70,55,59,59,LB
53,54,74,26,64,55,LM
35,52,69,57,58,63,RWB
45,57,68,45,65,52,RM
32,34,64,60,59,70,CB
60,44,66,26,60,59,ST
25,40,54,61,40,74,CB
57,56,73,35,62,64,RM
58,58,67,31,60,56,RM
52,61,61,54,61,53,CM
60,59,61,33,62,59,GK
43,61,66,57,62,64,LWB
47,59,59,58,58,58,CM
59,61,62,33,61,59,GK
56,50,85,29,68,49,RM
37,51,77,57,57,58,LB
45,60,79,52,70,45,RM
55,59,68,53,65,61,CAM
53,56,43,63,51,61,CB
61,56,61,20,63,57,GK
65,47,64,22,61,57,ST
60,48,73,21,61,66,ST
34,46,55,59,52,70,CB
58,48,79,32,61,68,ST
61,58,74,29,61,56,RM
50,56,69,42,61,57,RM
29,48,69,57,54,51,LB
51,61,65,37,64,51,CAM
54,57,75,55,62,63,RM
58,60,73,56,63,58,RM
59,50,76,36,62,70,ST
31,45,55,61,46,66,CB
54,61,66,53,60,73,CM
60,47,85,22,52,59,ST
51,55,67,28,62,41,CAM
29,45,63,59,47,66,CB
55,57,63,46,64,61,CAM
29,42,57,59,52,71,CB
59,55,77,38,64,65,CAM
57,57,32,50,57,75,CM
46,57,59,57,61,67,CM
54,52,81,32,63,54,RM
49,58,61,58,60,71,CB
46,58,71,50,64,65,CAM
59,56,75,56,61,67,ST
61,57,69,24,64,46,CAM
61,52,73,38,64,56,ST
59,41,69,20,58,75,ST
30,47,66,61,55,63,CB
58,51,79,20,70,33,LW
46,58,77,60,54,67,CB
42,55,70,56,59,52,LB
47,57,70,28,59,53,RM
53,60,68,51,66,52,CAM
42,55,67,59,63,56,CDM
37,53,72,60,58,63,LWB
44,54,61,60,55,56,RB
50,60,58,31,64,47,CAM
60,47,72,23,60,55,ST
49,49,70,56,57,58,LB
55,57,67,55,61,58,LB
50,59,58,58,58,70,CB
58,55,66,29,63,60,GK
21,32,57,60,29,76,CB
57,58,62,28,61,60,GK
46,61,65,56,63,52,CM
58,57,61,58,64,61,GK
24,32,63,62,40,68,CB
29,48,70,56,58,62,LB
64,44,69,24,57,52,ST
48,58,69,49,65,48,CAM
41,50,72,57,56,58,LB
64,47,45,25,53,65,ST
55,56,80,30,64,41,LM
35,45,70,57,58,62,RB
46,58,64,57,62,65,CDM
49,55,79,58,64,61,CAM
26,42,55,62,38,66,CB
32,39,50,58,35,76,CB
32,49,37,58,49,74,CB
50,55,78,41,64,49,RM
58,47,82,24,64,57,ST
54,55,72,36,66,42,CAM
29,40,51,61,52,66,CB
54,59,71,49,63,53,CAM
29,41,55,63,42,60,CB
61,55,57,26,60,67,ST
30,51,79,54,57,63,LWB
52,59,62,38,64,63,GK
52,53,69,43,67,65,CAM
60,55,58,24,64,59,GK
32,53,62,63,44,58,CB
60,48,72,20,60,59,ST
56,53,66,26,61,70,ST
50,59,64,52,62,50,CM
51,49,90,28,67,39,RW
53,61,66,56,60,64,CM
59,52,75,28,62,56,RW
60,50,67,23,63,60,ST
48,58,66,42,69,54,CAM
57,61,66,52,65,40,CAM
30,45,91,61,54,67,RB
44,56,63,59,53,67,CB
54,51,69,29,64,46,CAM
33,51,57,59,55,71,CB
26,45,73,60,55,61,RB
54,51,72,24,67,44,LW
53,60,64,47,66,51,CAM
33,44,78,58,57,67,RB
54,58,71,38,62,52,RM
42,52,72,55,58,63,RWB
48,55,75,52,60,64,RM
66,44,55,26,56,53,ST
62,46,57,32,56,65,ST
63,40,59,19,56,60,ST
60,47,79,24,62,51,ST
25,48,61,61,56,56,RB
59,60,64,50,64,55,GK
34,47,86,54,59,64,RB
59,56,62,44,64,60,GK
45,55,53,60,60,58,CDM
53,56,64,58,58,64,CDM
50,57,55,62,58,74,CB
61,60,60,25,59,62,GK
58,60,60,39,62,59,GK
60,59,60,35,60,62,GK
54,56,76,53,62,60,LM
58,50,81,32,65,66,ST
60,53,79,53,64,62,ST
43,54,62,57,57,68,CDM
53,56,80,47,61,54,LM
60,42,61,24,62,61,GK
58,55,70,30,63,57,ST
56,57,66,44,63,54,RM
34,44,64,59,49,72,CB
62,49,79,31,56,61,ST
48,59,61,53,62,61,CM
31,55,65,57,58,64,RB
52,58,77,52,59,49,RB
59,60,59,61,62,59,GK
61,41,74,21,58,58,ST
61,53,73,26,61,67,ST
60,54,75,23,61,56,ST
60,41,68,25,59,69,ST
64,56,64,37,63,60,ST
62,53,60,19,69,39,RM
60,60,59,48,61,59,GK
62,50,73,48,61,65,ST
55,55,81,27,68,53,RM
53,51,73,24,63,45,RW
57,54,74,56,58,65,RM
64,54,64,20,60,58,GK
57,43,77,24,59,63,ST
47,55,73,55,63,45,LWB
61,52,92,36,64,62,CAM
33,48,71,57,59,52,RWB
58,61,62,33,63,63,GK
60,61,61,33,62,61,GK
27,36,72,59,58,54,LB
37,50,71,56,56,59,LB
59,62,63,21,64,58,GK
59,48,83,21,63,69,ST
61,51,73,28,66,45,LW
28,47,62,60,54,62,RB
42,48,73,59,59,61,LB
60,60,58,31,62,65,GK
32,42,60,64,42,56,CB
60,61,60,38,60,58,GK
31,42,60,63,51,67,CB
61,50,67,24,57,70,ST
61,50,74,26,58,62,ST
64,45,57,24,61,54,ST
32,42,58,60,49,64,CB
31,48,75,58,60,67,RB
60,58,64,40,64,62,GK
52,57,70,31,65,45,LM
38,52,65,63,49,62,CB
63,61,61,46,61,53,CAM
49,59,66,43,65,55,CAM
61,57,62,23,63,62,GK
33,51,65,58,49,61,LB
58,56,71,18,65,56,ST
42,43,57,58,49,74,CB
56,61,69,59,62,73,CDM
52,54,73,30,66,59,RM
51,57,64,42,62,64,CAM
57,59,72,36,63,52,CAM
51,61,64,56,63,62,RM
57,53,78,38,65,59,ST
32,46,51,61,44,68,CB
60,37,63,21,57,58,ST
27,40,50,60,46,72,CB
32,51,55,62,56,63,CB
57,58,73,23,63,56,CAM
64,48,66,18,62,56,ST
58,59,63,45,63,60,GK
26,39,55,60,41,67,CB
55,61,69,48,65,58,CAM
51,60,57,56,63,57,CDM
30,47,58,60,64,56,RB
65,57,60,34,61,55,GK
36,44,77,57,58,55,LB
62,51,57,30,56,68,ST
46,57,65,54,58,65,LB
60,39,46,26,55,69,ST
60,58,63,42,64,61,GK
27,33,61,62,37,66,CB
30,43,63,62,47,61,CB
30,35,63,64,37,61,CB
36,52,64,59,59,67,CB
48,60,67,50,69,52,CAM
37,52,71,60,56,70,CB
41,60,69,57,56,65,CDM
60,50,68,28,57,65,ST
60,48,68,24,57,64,ST
56,62,62,53,64,61,CAM
54,56,68,27,62,53,RM
37,56,65,57,62,56,CDM
51,52,62,50,65,55,CAM
59,57,76,30,62,49,ST
34,43,67,60,43,67,CB
66,41,62,22,57,65,ST
43,60,59,57,60,65,CDM
26,38,51,61,40,70,CB
29,37,57,60,41,73,CB
59,57,66,54,63,55,CAM
55,53,68,31,65,43,RM
42,58,71,58,61,59,CDM
53,55,69,52,64,59,CAM
59,50,86,25,63,66,ST
58,57,64,40,63,54,GK
47,63,74,54,62,68,LM
28,49,71,58,43,66,RB
61,44,85,25,58,59,ST
54,52,83,23,60,63,RM
58,54,66,31,60,63,GK
58,53,72,48,64,51,RW
57,55,66,30,61,65,ST
51,60,69,38,64,51,CAM
36,46,62,62,50,63,CB
27,39,38,58,38,71,CB
59,58,62,27,62,59,GK
57,62,56,50,60,58,CAM
61,40,50,26,50,71,ST
61,64,61,46,62,59,GK
56,56,62,29,62,46,CAM
60,43,75,23,61,61,ST
60,59,76,31,66,60,CAM
58,53,78,36,64,52,RW
28,41,70,57,54,77,CB
56,54,76,25,62,60,LM
45,60,59,49,63,59,CM
48,57,68,60,63,57,CDM
59,47,73,24,60,62,ST
59,53,66,43,61,57,GK
24,48,69,56,56,64,LB
32,37,65,60,42,68,CB
48,52,64,56,57,72,RWB
60,61,62,44,63,60,GK
59,44,67,28,58,73,ST
62,59,62,27,59,63,GK
43,52,60,58,57,70,CB
60,59,61,37,62,61,GK
32,44,54,59,44,72,CB
49,52,77,54,59,60,LB
28,50,61,62,54,63,CB
57,60,63,57,61,64,CAM
58,51,73,29,59,68,ST
60,55,64,55,62,55,LWB
58,62,60,24,60,61,GK
44,58,68,56,66,51,CAM
46,54,59,57,59,75,CDM
59,58,71,30,69,50,CAM
33,45,74,59,52,73,CB
49,56,58,56,60,55,CM
27,47,54,59,56,70,CB
31,44,66,60,53,69,CB
28,36,55,64,39,61,CB
50,56,72,59,59,70,RWB
60,60,61,45,64,58,GK
41,46,71,57,64,50,LWB
68,36,36,30,45,61,ST
48,53,66,58,56,66,CDM
60,46,70,22,61,58,ST
48,58,57,54,66,56,CM
37,52,64,59,52,58,CDM
57,54,69,30,65,42,LW
58,62,76,50,60,64,CAM
55,53,80,27,64,56,RM
27,43,59,61,41,67,CB
48,54,75,56,55,59,LB
50,58,63,56,63,59,CM
61,59,62,38,63,59,GK
55,56,73,46,66,39,CAM
27,42,63,61,46,66,CB
26,38,55,61,42,65,CB
62,59,63,24,64,61,GK
56,54,78,24,62,61,RM
62,66,64,25,63,62,GK
55,55,74,37,60,52,RM
61,62,62,28,61,61,GK
46,58,69,53,61,51,RM
51,55,74,38,65,62,CAM
64,60,58,42,57,65,GK
56,58,71,28,65,51,CAM
65,45,59,21,58,49,ST
59,60,61,33,60,62,GK
51,56,76,27,65,58,RM
43,57,68,56,62,50,RB
42,46,61,59,56,70,CB
60,55,81,30,61,68,ST
33,48,61,62,53,61,CB
30,40,58,60,46,64,CB
51,52,84,27,66,50,RM
60,54,77,42,62,57,LW
61,45,82,26,63,60,ST
58,56,61,24,62,63,GK
56,60,67,58,60,60,LM
46,61,75,55,62,43,CAM
49,56,72,54,62,60,RM
36,49,75,53,56,52,RB
44,62,72,41,68,53,RM
47,54,70,60,59,55,LB
57,57,70,56,60,59,LB
31,39,62,62,41,61,CB
48,56,74,39,64,60,RM
60,65,63,41,65,57,GK
56,54,75,33,66,64,LM
56,56,66,33,69,46,CAM
33,50,67,60,53,67,CB
68,65,62,55,60,62,GK
60,60,62,28,63,57,GK
60,50,68,23,63,54,ST
57,54,71,34,63,62,CAM
59,47,66,40,58,68,ST
51,56,59,52,62,65,CM
28,44,61,61,40,69,CB
49,52,81,24,66,47,RM
58,59,64,45,59,63,RM
28,48,59,59,63,51,LB
60,58,63,34,61,63,GK
22,45,57,60,43,69,CB
55,66,58,48,65,43,CAM
57,62,64,35,63,41,CAM
58,58,74,29,64,59,RM
35,49,77,54,63,68,LB
31,55,76,58,62,75,CDM
55,58,75,53,62,63,LW
56,58,71,56,63,71,CAM
55,56,69,46,62,54,LM
62,55,61,33,58,62,GK
47,62,67,33,66,52,CAM
61,47,71,20,65,49,ST
52,58,65,57,61,67,CM
34,52,75,55,59,59,LB
59,56,76,34,63,54,RM
58,61,49,60,60,71,CM
53,56,82,32,63,51,RM
54,57,63,43,63,51,CAM
49,57,70,35,69,48,CAM
29,38,62,62,44,67,CB
36,48,62,61,52,61,CB
58,61,73,54,63,60,CAM
58,54,73,37,66,57,CAM
24,39,65,60,47,68,CB
61,46,53,25,57,60,ST
64,57,61,26,64,62,GK
32,42,63,62,46,60,CB
59,52,70,27,60,62,ST
41,55,64,57,58,64,LB
31,51,65,62,50,61,CB
47,60,66,50,66,50,CAM
61,62,60,29,60,60,GK
56,59,69,57,62,63,CAM
49,59,68,51,63,61,CAM
29,45,59,60,46,69,CB
61,41,67,29,56,72,ST
42,52,78,56,58,60,LB
43,54,66,57,60,68,RWB
47,52,75,56,63,57,LB
36,46,45,61,59,63,CB
37,56,71,55,62,60,RB
50,55,78,54,61,60,RWB
38,55,74,56,58,59,RB
27,40,60,59,43,71,CB
33,38,61,64,38,64,CB
57,52,82,35,61,68,ST
42,50,68,60,60,64,CDM
52,54,73,56,65,63,CDM
37,56,67,58,57,70,CB
43,60,68,40,66,45,CAM
30,46,54,61,53,64,CB
38,52,71,55,60,59,LWB
52,55,74,58,60,66,RM
53,56,62,61,60,69,CDM
32,52,71,57,53,64,RWB
61,57,60,40,61,61,GK
26,39,70,60,56,66,RB
31,51,63,57,59,56,LB
60,59,62,37,61,59,GK
59,58,63,56,61,73,LM
42,50,81,56,57,67,RB
31,36,47,63,38,66,CB
54,57,72,37,65,59,RM
43,49,79,55,62,64,LB
63,47,67,21,59,39,ST
60,62,61,23,61,60,GK
57,59,64,49,63,54,RM
35,46,53,59,43,72,CB
52,55,73,26,68,40,RM
59,56,60,52,60,61,GK
51,54,81,55,59,65,RM
50,59,57,33,66,55,CAM
54,54,40,59,55,72,CB
36,49,72,58,55,53,LB
46,60,61,60,59,55,CDM
58,39,81,18,66,57,ST
60,44,76,26,62,50,ST
61,50,81,16,63,45,RW
64,63,60,38,60,62,GK
51,59,69,36,72,47,RM
50,61,64,52,64,61,CAM
56,61,63,52,63,65,CAM
48,55,72,28,68,53,LM
44,57,61,53,56,67,CM
52,61,70,50,67,60,CAM
50,50,71,56,58,58,RB
35,49,81,55,57,67,LB
57,61,66,53,64,58,RM
32,47,60,61,52,65,CB
63,61,60,24,60,60,GK
54,57,63,60,59,69,CDM
36,51,65,59,44,66,LB
60,47,74,27,59,60,ST
50,56,70,58,64,53,CAM
60,60,61,32,60,59,GK
59,56,74,39,65,42,CAM
63,55,70,28,68,36,RW
56,59,67,53,60,63,LWB
60,59,61,39,62,58,GK
63,57,65,43,59,56,ST
36,54,68,55,58,62,LB
31,45,56,60,46,66,CB
62,45,72,19,63,46,ST
27,39,72,60,45,65,CB
28,51,73,64,46,62,CDM
40,59,62,60,66,49,CAM
44,42,81,58,58,64,RB
28,39,59,61,48,66,CB
47,51,76,56,63,70,LWB
51,66,44,59,53,75,CDM
54,57,78,61,62,65,CM
52,61,60,61,66,48,CAM
58,54,63,26,61,60,GK
61,50,73,40,60,73,ST
47,46,75,57,58,70,RWB
56,58,70,28,62,62,LM
57,62,64,33,62,60,GK
60,53,73,32,63,51,LW
62,44,63,24,63,56,ST
44,51,61,59,56,68,LB
35,43,64,62,40,68,CB
48,59,64,23,60,49,LM
58,57,69,24,60,44,RM
27,38,89,59,48,70,CB
54,57,70,56,65,72,CAM
58,61,53,58,57,66,CDM
61,42,65,19,59,60,ST
58,41,73,25,59,59,ST
59,47,61,27,63,65,ST
36,48,62,59,57,61,CB
38,54,77,54,62,56,LB
52,63,67,40,65,52,CAM
53,54,77,45,65,53,RM
60,43,70,23,58,68,ST
40,54,72,58,58,61,LB
53,56,80,37,63,62,RM
41,49,69,61,58,64,CB
29,49,56,62,49,69,CB
50,55,69,57,59,64,CDM
47,58,74,39,67,41,CAM
32,53,65,61,56,60,CB
29,42,56,62,43,64,CB
30,42,46,61,46,64,CB
61,50,71,25,64,57,ST
56,55,64,60,58,76,CB
38,54,59,61,54,68,CB
48,61,54,57,59,57,CM
42,59,69,48,68,50,CAM
62,60,65,28,65,54,CAM
33,54,66,59,57,51,RB
24,42,53,61,52,66,CB
46,64,71,43,67,47,CAM
61,70,59,28,59,60,GK
59,56,76,34,62,56,LM
62,45,56,29,57,54,ST
22,37,59,62,42,61,CB
55,60,71,60,60,60,RB
60,55,73,31,61,56,ST
59,61,61,38,62,59,GK
43,54,75,57,59,60,RWB
57,58,77,36,61,52,LM
55,56,62,54,63,53,CM
60,49,75,22,64,53,ST
39,56,66,54,62,61,CDM
56,51,81,29,70,39,CAM
58,60,67,48,62,58,CAM
58,64,54,47,61,61,CAM
58,50,53,33,59,66,ST
60,58,61,48,62,57,GK
62,58,63,28,63,60,GK
32,47,70,60,53,68,CB
59,48,69,32,61,59,ST
48,59,47,63,59,61,CDM
64,49,55,23,62,55,ST
54,57,70,30,64,57,RM
27,47,61,61,47,67,CB
62,60,61,22,60,61,GK
61,58,62,23,61,59,GK
59,61,61,43,62,60,GK
36,57,66,57,63,58,LB
26,46,70,59,59,55,RB
32,44,58,61,36,69,CB
53,58,74,41,64,40,CAM
42,49,54,58,48,68,CB
60,59,62,28,63,61,GK
64,64,60,31,59,60,GK
58,59,70,27,62,47,LM
59,42,64,24,55,69,ST
30,38,42,61,34,69,CB
57,57,63,43,64,56,GK
26,40,66,59,47,71,CB
55,57,69,42,64,60,CAM
54,55,85,39,64,48,LM
41,53,68,59,57,62,CDM
57,55,82,28,61,59,LM
58,58,62,47,63,60,GK
50,58,73,57,61,73,RWB
67,57,71,27,63,49,ST
33,49,67,60,56,67,CB
42,47,82,54,55,63,RWB
45,53,51,59,52,73,CB
52,56,80,54,61,64,LB
59,62,61,45,62,61,GK
40,45,88,52,67,70,RM
45,61,72,45,68,45,CAM
29,44,64,59,49,69,CB
54,52,75,55,59,66,LB
33,46,71,61,46,60,CB
60,47,67,26,63,53,ST
31,48,54,60,46,66,CB
55,58,72,51,63,58,CAM
60,64,62,41,62,60,GK
46,61,59,59,67,56,CAM
59,56,60,54,61,60,GK
55,56,74,46,68,46,RM
28,38,54,65,34,62,CB
58,54,60,44,63,62,GK
61,56,63,28,62,61,GK
49,59,66,38,67,51,CAM
49,56,78,53,58,61,RWB
57,55,64,44,63,55,RM
63,55,77,21,60,60,ST
43,59,54,57,61,59,CDM
61,47,59,24,56,66,ST
59,45,70,29,58,70,ST
50,52,86,53,62,61,RM
62,48,65,23,59,61,ST
55,52,59,51,63,60,GK
59,58,63,40,66,53,CAM
53,60,71,49,65,55,CAM
53,59,67,40,64,61,CAM
46,52,56,58,61,58,CDM
58,46,78,23,61,66,ST
42,50,64,59,61,51,LB
58,46,59,33,57,74,ST
38,55,71,55,62,60,RWB
60,54,60,31,60,67,ST
62,45,69,41,58,57,ST
60,60,63,45,62,57,GK
57,57,65,37,63,48,CAM
60,58,60,28,63,60,GK
54,61,63,42,67,58,GK
56,57,68,54,59,75,CM
57,48,84,23,64,56,ST
34,42,71,61,59,54,LB
53,55,70,31,67,48,CAM
54,60,72,50,63,60,RM
29,42,64,60,49,69,CB
25,41,53,60,42,73,CB
57,38,59,30,62,59,ST
54,55,70,48,59,62,LM
55,59,67,41,62,44,CAM
61,47,52,26,58,67,ST
35,53,63,59,57,70,CB
36,43,61,59,61,52,LB
46,55,65,53,61,65,CM
53,62,66,47,62,48,CAM
31,42,66,59,44,67,CB
40,49,69,55,54,69,RB
50,60,63,54,62,52,CAM
25,41,61,61,47,65,CB
50,55,78,53,63,59,RM
43,55,57,57,57,55,CDM
29,37,63,64,38,63,CB
43,56,73,54,60,68,RWB
39,48,63,60,51,70,CB
52,63,63,51,64,55,GK
42,55,63,58,59,57,CDM
42,53,69,54,62,59,LWB
36,46,76,57,57,57,LB
28,45,71,59,49,69,CB
52,60,61,35,58,64,RM
49,58,59,52,62,60,CM
54,53,79,56,64,58,RM
52,62,62,46,65,54,RM
51,54,77,42,63,62,LM
60,42,65,33,58,64,ST
57,57,78,42,59,63,RW
61,51,62,26,66,41,ST
53,58,63,47,63,53,CAM
55,59,64,22,62,56,GK
39,50,62,60,54,62,CB
39,51,82,55,54,58,RB
31,47,62,58,48,68,CB
28,40,64,60,42,67,CB
54,52,90,43,56,72,RM
51,54,71,52,67,58,CAM
26,40,67,60,46,66,CB
49,55,71,54,56,74,RB
60,54,60,37,60,62,GK
59,48,60,25,61,58,ST
39,53,70,59,57,63,CDM
59,48,66,26,58,53,ST
58,56,60,27,63,59,GK
57,56,68,23,66,41,RM
57,61,61,48,59,60,GK
61,44,68,34,62,58,ST
37,51,69,58,60,50,RB
53,52,59,42,60,65,GK
57,57,60,33,64,55,GK
63,62,58,26,58,60,GK
25,41,63,59,48,65,CB
51,57,64,58,64,55,CM
57,62,55,47,57,61,CM
49,54,69,55,59,57,LWB
58,52,69,46,58,68,ST
59,55,73,21,66,48,LM
61,43,51,26,52,71,ST
54,60,63,52,61,63,CAM
46,61,62,50,60,58,CM
64,45,53,20,61,48,ST
32,51,73,55,62,64,LWB
55,56,49,60,55,66,CB
42,55,80,57,63,53,LM
24,51,62,58,52,52,RB
52,56,77,51,59,53,LB
59,64,62,37,62,55,GK
58,54,85,24,60,66,LM
54,55,65,35,60,50,CAM
58,51,79,25,62,48,ST
25,47,57,57,41,53,RB
57,52,72,28,63,47,RM
44,54,78,52,61,71,RM
56,58,62,28,62,58,GK
56,58,64,56,68,44,LM
47,57,66,57,62,65,CM
37,52,72,54,57,64,LB
35,34,53,61,37,68,CB
60,56,60,53,62,58,GK
57,53,77,49,58,57,ST
55,58,63,54,63,58,CAM
58,43,69,22,59,53,ST
38,54,68,56,61,63,RB
58,56,63,35,63,59,CAM
57,58,72,52,61,60,RM
27,42,66,58,50,61,RB
52,59,69,54,62,58,CAM
32,45,49,62,44,59,CB
54,60,62,57,61,59,CM
33,47,67,58,60,67,CB
