ShootingTotal,PassingTotal,PaceTotal,DefendingTotal,DribblingTotal,PhysicalityTotal
62,53,60,19,69,39
60,60,59,48,61,59
62,50,73,48,61,65
55,55,81,27,68,53
53,51,73,24,63,45
57,54,74,56,58,65
64,54,64,20,60,58
57,43,77,24,59,63
47,55,73,55,63,45
61,52,92,36,64,62
33,48,71,57,59,52
58,61,62,33,63,63
60,61,61,33,62,61
27,36,72,59,58,54
37,50,71,56,56,59
59,62,63,21,64,58
59,48,83,21,63,69
61,51,73,28,66,45
28,47,62,60,54,62
42,48,73,59,59,61
60,60,58,31,62,65
32,42,60,64,42,56
60,61,60,38,60,58
31,42,60,63,51,67
61,50,67,24,57,70
61,50,74,26,58,62
64,45,57,24,61,54
32,42,58,60,49,64
31,48,75,58,60,67
60,58,64,40,64,62
52,57,70,31,65,45
38,52,65,63,49,62
63,61,61,46,61,53
49,59,66,43,65,55
61,57,62,23,63,62
33,51,65,58,49,61
58,56,71,18,65,56
42,43,57,58,49,74
56,61,69,59,62,73
52,54,73,30,66,59
51,57,64,42,62,64
57,59,72,36,63,52
51,61,64,56,63,62
57,53,78,38,65,59
32,46,51,61,44,68
60,37,63,21,57,58
27,40,50,60,46,72
32,51,55,62,56,63
57,58,73,23,63,56
64,48,66,18,62,56
58,59,63,45,63,60
26,39,55,60,41,67
55,61,69,48,65,58
51,60,57,56,63,57
30,47,58,60,64,56
65,57,60,34,61,55
36,44,77,57,58,55
62,51,57,30,56,68
46,57,65,54,58,65
60,39,46,26,55,69
60,58,63,42,64,61
27,33,61,62,37,66
30,43,63,62,47,61
30,35,63,64,37,61
36,52,64,59,59,67
48,60,67,50,69,52
37,52,71,60,56,70
41,60,69,57,56,65
60,50,68,28,57,65
60,48,68,24,57,64
56,62,62,53,64,61
54,56,68,27,62,53
37,56,65,57,62,56
51,52,62,50,65,55
59,57,76,30,62,49
34,43,67,60,43,67
66,41,62,22,57,65
43,60,59,57,60,65
26,38,51,61,40,70
29,37,57,60,41,73
59,57,66,54,63,55
55,53,68,31,65,43
42,58,71,58,61,59
53,55,69,52,64,59
59,50,86,25,63,66
58,57,64,40,63,54
47,63,74,54,62,68
28,49,71,58,43,66
61,44,85,25,58,59
54,52,83,23,60,63
58,54,66,31,60,63
58,53,72,48,64,51
57,55,66,30,61,65
51,60,69,38,64,51
36,46,62,62,50,63
27,39,38,58,38,71
59,58,62,27,62,59
57,62,56,50,60,58
61,40,50,26,50,71
61,64,61,46,62,59
56,56,62,29,62,46
60,43,75,23,61,61
60,59,76,31,66,60
58,53,78,36,64,52
28,41,70,57,54,77
56,54,76,25,62,60
45,60,59,49,63,59
48,57,68,60,63,57
59,47,73,24,60,62
59,53,66,43,61,57
24,48,69,56,56,64
32,37,65,60,42,68
48,52,64,56,57,72
60,61,62,44,63,60
59,44,67,28,58,73
62,59,62,27,59,63
43,52,60,58,57,70
60,59,61,37,62,61
32,44,54,59,44,72
49,52,77,54,59,60
28,50,61,62,54,63
57,60,63,57,61,64
58,51,73,29,59,68
60,55,64,55,62,55
58,62,60,24,60,61
44,58,68,56,66,51
46,54,59,57,59,75
59,58,71,30,69,50
33,45,74,59,52,73
49,56,58,56,60,55
27,47,54,59,56,70
31,44,66,60,53,69
28,36,55,64,39,61
50,56,72,59,59,70
60,60,61,45,64,58
41,46,71,57,64,50
68,36,36,30,45,61
48,53,66,58,56,66
60,46,70,22,61,58
48,58,57,54,66,56
37,52,64,59,52,58
57,54,69,30,65,42
58,62,76,50,60,64
55,53,80,27,64,56
27,43,59,61,41,67
48,54,75,56,55,59
50,58,63,56,63,59
61,59,62,38,63,59
55,56,73,46,66,39
27,42,63,61,46,66
26,38,55,61,42,65
62,59,63,24,64,61
56,54,78,24,62,61
62,66,64,25,63,62
55,55,74,37,60,52
61,62,62,28,61,61
46,58,69,53,61,51
51,55,74,38,65,62
64,60,58,42,57,65
56,58,71,28,65,51
65,45,59,21,58,49
59,60,61,33,60,62
51,56,76,27,65,58
43,57,68,56,62,50
42,46,61,59,56,70
60,55,81,30,61,68
33,48,61,62,53,61
30,40,58,60,46,64
51,52,84,27,66,50
60,54,77,42,62,57
61,45,82,26,63,60
58,56,61,24,62,63
56,60,67,58,60,60
46,61,75,55,62,43
49,56,72,54,62,60
36,49,75,53,56,52
44,62,72,41,68,53
47,54,70,60,59,55
57,57,70,56,60,59
31,39,62,62,41,61
48,56,74,39,64,60
60,65,63,41,65,57
56,54,75,33,66,64
56,56,66,33,69,46
33,50,67,60,53,67
68,65,62,55,60,62
60,60,62,28,63,57
60,50,68,23,63,54
57,54,71,34,63,62
59,47,66,40,58,68
51,56,59,52,62,65
28,44,61,61,40,69
49,52,81,24,66,47
58,59,64,45,59,63
28,48,59,59,63,51
60,58,63,34,61,63
22,45,57,60,43,69
55,66,58,48,65,43
57,62,64,35,63,41
58,58,74,29,64,59
35,49,77,54,63,68
31,55,76,58,62,75
55,58,75,53,62,63
56,58,71,56,63,71
55,56,69,46,62,54
62,55,61,33,58,62
47,62,67,33,66,52
61,47,71,20,65,49
52,58,65,57,61,67
34,52,75,55,59,59
59,56,76,34,63,54
58,61,49,60,60,71
53,56,82,32,63,51
54,57,63,43,63,51
49,57,70,35,69,48
29,38,62,62,44,67
36,48,62,61,52,61
58,61,73,54,63,60
58,54,73,37,66,57
24,39,65,60,47,68
61,46,53,25,57,60
64,57,61,26,64,62
32,42,63,62,46,60
59,52,70,27,60,62
41,55,64,57,58,64
31,51,65,62,50,61
47,60,66,50,66,50
61,62,60,29,60,60
56,59,69,57,62,63
49,59,68,51,63,61
29,45,59,60,46,69
61,41,67,29,56,72
42,52,78,56,58,60
43,54,66,57,60,68
47,52,75,56,63,57
36,46,45,61,59,63
37,56,71,55,62,60
50,55,78,54,61,60
38,55,74,56,58,59
27,40,60,59,43,71
33,38,61,64,38,64
57,52,82,35,61,68
42,50,68,60,60,64
52,54,73,56,65,63
37,56,67,58,57,70
43,60,68,40,66,45
30,46,54,61,53,64
38,52,71,55,60,59
52,55,74,58,60,66
53,56,62,61,60,69
32,52,71,57,53,64
61,57,60,40,61,61
26,39,70,60,56,66
31,51,63,57,59,56
60,59,62,37,61,59
59,58,63,56,61,73
42,50,81,56,57,67
31,36,47,63,38,66
54,57,72,37,65,59
43,49,79,55,62,64
63,47,67,21,59,39
60,62,61,23,61,60
57,59,64,49,63,54
35,46,53,59,43,72
52,55,73,26,68,40
59,56,60,52,60,61
51,54,81,55,59,65
50,59,57,33,66,55
54,54,40,59,55,72
36,49,72,58,55,53
46,60,61,60,59,55
58,39,81,18,66,57
60,44,76,26,62,50
61,50,81,16,63,45
64,63,60,38,60,62
51,59,69,36,72,47
50,61,64,52,64,61
56,61,63,52,63,65
48,55,72,28,68,53
44,57,61,53,56,67
52,61,70,50,67,60
50,50,71,56,58,58
35,49,81,55,57,67
57,61,66,53,64,58
32,47,60,61,52,65
63,61,60,24,60,60
54,57,63,60,59,69
36,51,65,59,44,66
60,47,74,27,59,60
50,56,70,58,64,53
60,60,61,32,60,59
59,56,74,39,65,42
63,55,70,28,68,36
56,59,67,53,60,63
60,59,61,39,62,58
63,57,65,43,59,56
36,54,68,55,58,62
31,45,56,60,46,66
62,45,72,19,63,46
27,39,72,60,45,65
28,51,73,64,46,62
40,59,62,60,66,49
44,42,81,58,58,64
28,39,59,61,48,66
47,51,76,56,63,70
51,66,44,59,53,75
54,57,78,61,62,65
52,61,60,61,66,48
58,54,63,26,61,60
61,50,73,40,60,73
47,46,75,57,58,70
56,58,70,28,62,62
57,62,64,33,62,60
60,53,73,32,63,51
62,44,63,24,63,56
44,51,61,59,56,68
35,43,64,62,40,68
48,59,64,23,60,49
58,57,69,24,60,44
27,38,89,59,48,70
54,57,70,56,65,72
58,61,53,58,57,66
61,42,65,19,59,60
58,41,73,25,59,59
59,47,61,27,63,65
36,48,62,59,57,61
38,54,77,54,62,56
52,63,67,40,65,52
53,54,77,45,65,53
60,43,70,23,58,68
40,54,72,58,58,61
53,56,80,37,63,62
41,49,69,61,58,64
29,49,56,62,49,69
50,55,69,57,59,64
47,58,74,39,67,41
32,53,65,61,56,60
29,42,56,62,43,64
30,42,46,61,46,64
61,50,71,25,64,57
56,55,64,60,58,76
38,54,59,61,54,68
48,61,54,57,59,57
42,59,69,48,68,50
62,60,65,28,65,54
33,54,66,59,57,51
24,42,53,61,52,66
46,64,71,43,67,47
61,70,59,28,59,60
59,56,76,34,62,56
62,45,56,29,57,54
22,37,59,62,42,61
55,60,71,60,60,60
60,55,73,31,61,56
59,61,61,38,62,59
43,54,75,57,59,60
57,58,77,36,61,52
55,56,62,54,63,53
60,49,75,22,64,53
39,56,66,54,62,61
56,51,81,29,70,39
58,60,67,48,62,58
58,64,54,47,61,61
58,50,53,33,59,66
60,58,61,48,62,57
62,58,63,28,63,60
32,47,70,60,53,68
59,48,69,32,61,59
48,59,47,63,59,61
64,49,55,23,62,55
54,57,70,30,64,57
27,47,61,61,47,67
62,60,61,22,60,61
61,58,62,23,61,59
59,61,61,43,62,60
36,57,66,57,63,58
26,46,70,59,59,55
32,44,58,61,36,69
53,58,74,41,64,40
42,49,54,58,48,68
60,59,62,28,63,61
64,64,60,31,59,60
58,59,70,27,62,47
59,42,64,24,55,69
30,38,42,61,34,69
57,57,63,43,64,56
26,40,66,59,47,71
55,57,69,42,64,60
54,55,85,39,64,48
41,53,68,59,57,62
57,55,82,28,61,59
58,58,62,47,63,60
50,58,73,57,61,73
67,57,71,27,63,49
33,49,67,60,56,67
42,47,82,54,55,63
45,53,51,59,52,73
52,56,80,54,61,64
59,62,61,45,62,61
40,45,88,52,67,70
45,61,72,45,68,45
29,44,64,59,49,69
54,52,75,55,59,66
33,46,71,61,46,60
60,47,67,26,63,53
31,48,54,60,46,66
55,58,72,51,63,58
60,64,62,41,62,60
46,61,59,59,67,56
59,56,60,54,61,60
55,56,74,46,68,46
28,38,54,65,34,62
58,54,60,44,63,62
61,56,63,28,62,61
49,59,66,38,67,51
49,56,78,53,58,61
57,55,64,44,63,55
63,55,77,21,60,60
43,59,54,57,61,59
61,47,59,24,56,66
59,45,70,29,58,70
50,52,86,53,62,61
62,48,65,23,59,61
55,52,59,51,63,60
59,58,63,40,66,53
53,60,71,49,65,55
53,59,67,40,64,61
46,52,56,58,61,58
58,46,78,23,61,66
42,50,64,59,61,51
58,46,59,33,57,74
38,55,71,55,62,60
60,54,60,31,60,67
62,45,69,41,58,57
60,60,63,45,62,57
57,57,65,37,63,48
60,58,60,28,63,60
54,61,63,42,67,58
56,57,68,54,59,75
57,48,84,23,64,56
34,42,71,61,59,54
53,55,70,31,67,48
54,60,72,50,63,60
29,42,64,60,49,69
25,41,53,60,42,73
57,38,59,30,62,59
54,55,70,48,59,62
55,59,67,41,62,44
61,47,52,26,58,67
35,53,63,59,57,70
36,43,61,59,61,52
46,55,65,53,61,65
53,62,66,47,62,48
31,42,66,59,44,67
40,49,69,55,54,69
50,60,63,54,62,52
25,41,61,61,47,65
50,55,78,53,63,59
43,55,57,57,57,55
29,37,63,64,38,63
43,56,73,54,60,68
39,48,63,60,51,70
52,63,63,51,64,55
42,55,63,58,59,57
42,53,69,54,62,59
36,46,76,57,57,57
28,45,71,59,49,69
52,60,61,35,58,64
49,58,59,52,62,60
54,53,79,56,64,58
52,62,62,46,65,54
51,54,77,42,63,62
60,42,65,33,58,64
57,57,78,42,59,63
61,51,62,26,66,41
53,58,63,47,63,53
55,59,64,22,62,56
39,50,62,60,54,62
39,51,82,55,54,58
31,47,62,58,48,68
28,40,64,60,42,67
54,52,90,43,56,72
51,54,71,52,67,58
26,40,67,60,46,66
49,55,71,54,56,74
60,54,60,37,60,62
59,48,60,25,61,58
39,53,70,59,57,63
59,48,66,26,58,53
58,56,60,27,63,59
57,56,68,23,66,41
57,61,61,48,59,60
61,44,68,34,62,58
37,51,69,58,60,50
53,52,59,42,60,65
57,57,60,33,64,55
63,62,58,26,58,60
25,41,63,59,48,65
51,57,64,58,64,55
57,62,55,47,57,61
49,54,69,55,59,57
58,52,69,46,58,68
59,55,73,21,66,48
61,43,51,26,52,71
54,60,63,52,61,63
46,61,62,50,60,58
64,45,53,20,61,48
32,51,73,55,62,64
55,56,49,60,55,66
42,55,80,57,63,53
24,51,62,58,52,52
52,56,77,51,59,53
59,64,62,37,62,55
58,54,85,24,60,66
54,55,65,35,60,50
58,51,79,25,62,48
25,47,57,57,41,53
57,52,72,28,63,47
44,54,78,52,61,71
56,58,62,28,62,58
56,58,64,56,68,44
47,57,66,57,62,65
37,52,72,54,57,64
35,34,53,61,37,68
60,56,60,53,62,58
57,53,77,49,58,57
55,58,63,54,63,58
58,43,69,22,59,53
38,54,68,56,61,63
58,56,63,35,63,59
57,58,72,52,61,60
27,42,66,58,50,61
52,59,69,54,62,58
32,45,49,62,44,59
54,60,62,57,61,59
33,47,67,58,60,67
60,63,63,26,61,58
27,49,76,55,60,56
60,51,69,43,59,70
60,56,62,31,64,46
62,59,56,39,64,45
56,56,63,59,56,76
52,63,50,39,59,59
46,60,56,45,61,55
33,47,65,56,56,57
56,61,65,51,67,50
51,60,64,24,64,45
59,55,62,25,66,59
46,56,72,45,64,54
31,45,66,59,54,59
31,43,71,60,53,63
58,56,62,32,61,59
58,50,77,25,64,63
35,51,72,57,51,54
53,58,82,32,64,48
59,49,73,21,65,45
50,52,82,25,58,54
35,51,59,60,48,59
23,32,64,60,41,66
59,50,71,24,61,64
25,40,63,59,43,66
56,48,80,25,58,58
48,47,73,53,55,73
47,57,63,44,64,57
43,53,59,62,58,64
44,52,60,60,60,60
46,59,54,53,63,47
23,39,62,61,42,59
48,64,70,37,59,61
57,55,59,44,61,59
52,62,61,49,67,58
56,60,66,44,64,68
62,42,53,29,56,66
53,57,64,40,67,42
32,45,60,61,44,59
57,56,75,51,64,64
52,53,70,53,58,54
60,48,73,20,66,58
60,53,66,25,63,57
57,46,90,19,65,57
36,50,67,58,58,59
46,54,79,18,68,36
50,54,86,34,64,53
33,44,58,59,49,67
54,59,66,40,66,45
27,46,64,62,39,62
51,50,85,26,65,44
67,51,68,24,66,50
39,43,55,58,43,69
58,60,61,30,62,59
26,49,75,55,53,68
44,56,67,47,64,54
49,59,71,47,61,58
58,53,78,24,62,47
55,42,73,24,60,61
24,45,34,58,50,76
51,59,57,58,58,71
36,49,72,56,56,66
32,51,68,60,54,65
30,46,58,58,39,65
54,57,67,52,63,65
55,60,73,54,63,57
59,51,92,28,60,56
50,60,59,53,61,56
59,52,65,28,68,43
62,49,54,20,56,62
50,56,67,27,61,47
59,46,76,23,60,64
48,52,69,55,59,65
38,55,58,57,56,59
34,48,72,57,56,67
49,63,69,44,65,43
61,56,60,22,60,57
51,57,62,37,59,51
63,45,54,22,62,45
28,51,55,60,54,66
59,55,69,54,59,61
59,56,64,32,64,49
62,43,87,17,66,38
46,59,62,52,56,65
26,41,65,57,54,57
62,53,62,31,66,51
47,58,68,55,61,65
56,56,62,44,61,57
47,56,71,36,64,51
57,56,57,44,63,60
60,35,71,18,55,58
39,47,79,51,57,60
44,63,66,53,57,59
55,53,65,49,61,60
62,40,67,32,54,64
32,40,48,59,33,77
39,52,70,55,60,67
61,59,62,28,62,58
38,54,64,55,56,64
60,64,54,27,64,60
59,51,74,27,62,48
43,61,65,53,62,57
53,57,67,49,65,52
53,57,77,37,64,46
38,59,65,60,59,50
37,54,65,56,58,68
59,43,75,31,61,67
59,61,66,44,67,57
56,52,72,29,65,65
59,55,60,42,62,58
58,46,76,23,58,60
41,53,66,55,57,68
32,45,67,57,59,62
62,45,55,21,59,57
59,56,66,24,63,60
59,47,69,31,60,60
63,58,71,41,63,57
51,56,83,32,63,59
59,52,65,22,62,59
25,40,63,62,42,57
25,39,85,59,48,67
43,54,57,60,52,60
55,58,65,54,66,62
56,56,65,56,60,50
48,47,60,56,55,79
52,58,67,33,65,55
38,47,73,59,42,60
38,49,60,60,57,66
60,58,60,27,59,59
45,57,68,56,63,62
51,55,85,25,59,40
21,43,58,60,38,64
53,59,72,52,62,63
56,48,86,21,65,46
37,43,60,60,59,53
59,57,61,18,59,62
61,38,58,17,61,55
51,53,63,64,59,61
59,56,76,29,64,57
37,53,70,61,62,61
48,58,66,59,59,65
31,36,56,60,50,70
57,56,62,26,62,57
49,53,81,34,59,55
58,48,72,36,57,68
33,44,72,56,55,66
54,55,74,47,61,55
29,50,60,59,60,57
64,44,56,23,54,63
33,48,67,60,44,61
37,53,75,55,51,61
22,39,59,58,40,74
57,50,75,33,63,55
43,54,63,56,61,59
53,56,60,58,54,70
44,54,79,53,59,60
63,47,61,32,57,58
62,54,75,26,64,59
36,44,60,60,41,65
44,53,73,31,67,53
52,63,67,46,64,43
60,51,73,33,59,66
54,62,64,50,62,47
47,62,66,50,64,60
46,60,40,58,65,73
53,57,65,58,59,70
48,49,68,59,51,60
30,54,72,58,59,60
54,61,71,54,62,63
38,50,62,58,49,55
55,58,77,37,64,35
52,58,71,33,69,45
45,60,68,57,56,63
48,63,56,55,61,55
57,58,68,54,65,59
43,55,53,59,57,59
61,50,71,23,58,63
42,55,64,56,63,55
55,54,58,45,62,58
55,46,76,26,58,60
57,62,56,42,60,54
30,47,76,60,58,69
47,58,63,38,67,50
40,53,61,54,55,57
58,49,71,29,64,58
41,52,62,59,53,53
54,50,78,31,70,44
59,52,70,34,61,68
37,48,68,56,58,67
27,47,56,59,57,59
30,44,64,60,47,62
36,51,66,57,53,67
56,53,86,40,63,62
50,58,77,40,67,60
56,53,70,29,67,58
52,57,66,53,58,67
61,60,60,34,58,60
64,58,61,24,62,61
45,63,61,49,64,44
61,54,58,25,57,68
31,37,40,59,46,67
54,57,66,57,48,63
38,43,52,60,39,70
59,46,67,21,63,58
37,53,63,58,54,65
60,39,77,17,62,58
41,51,69,56,56,74
29,52,79,57,61,51
58,51,79,22,63,41
57,58,63,38,62,59
46,53,42,60,52,70
27,38,53,61,38,62
55,58,75,56,63,60
51,53,68,25,63,53
57,57,62,50,61,59
54,52,84,48,62,56
60,57,59,29,63,59
53,53,64,33,63,53
60,47,61,24,56,54
53,58,63,33,67,43
46,53,61,56,59,65
56,54,66,54,60,51
59,55,58,34,63,58
61,62,64,31,62,49
55,57,71,52,65,66
61,56,59,37,59,63
60,54,67,23,55,64
52,56,73,36,63,50
57,63,43,60,61,66
59,46,78,22,59,62
41,52,67,58,56,66
51,58,55,59,62,71
61,58,69,45,59,53
33,35,59,58,41,66
49,55,58,59,59,60
47,54,54,59,61,58
44,54,61,48,60,53
33,44,57,63,43,56
58,45,72,19,58,61
31,42,55,62,37,58
55,51,82,19,61,56
34,46,53,60,40,74
57,54,62,25,60,62
60,60,62,17,65,62
51,59,66,54,64,69
49,50,75,22,69,35
33,44,61,61,41,58
34,34,59,60,39,67
34,38,66,60,55,66
56,59,65,53,62,53
45,55,80,53,57,60
57,60,59,24,62,58
25,39,58,59,37,74
37,40,67,63,54,57
44,59,68,59,56,64
55,60,61,25,60,60
26,39,51,63,35,61
37,59,63,54,65,56
48,54,72,58,58,67
59,49,76,21,59,68
33,42,69,58,56,60
59,57,67,32,62,46
53,57,66,37,61,60
46,53,72,55,59,65
49,55,64,54,60,50
57,49,84,23,63,46
58,47,75,32,58,66
45,53,69,55,56,70
54,60,73,47,64,52
29,44,66,58,49,68
42,54,78,26,67,43
51,54,68,34,63,57
26,41,71,58,54,63
50,57,64,53,62,62
39,51,67,57,53,61
42,55,67,58,58,63
26,46,67,58,58,66
48,57,60,61,55,59
60,62,59,42,64,56
49,60,68,57,62,65
50,55,70,32,65,48
31,50,65,61,58,58
60,60,73,24,59,42
59,59,65,57,58,56
55,57,70,44,64,66
47,59,70,56,62,64
57,55,64,25,63,55
27,48,76,55,50,58
37,54,74,54,63,66
57,41,60,33,56,75
60,61,65,26,63,55
55,61,63,44,62,57
25,41,54,60,41,66
60,68,58,27,62,57
28,45,72,56,55,59
55,51,85,31,63,56
53,56,72,33,61,44
27,40,58,61,42,59
50,56,64,53,55,64
54,58,71,48,67,59
50,58,71,54,63,61
31,54,60,59,60,53
52,55,72,45,62,53
37,47,63,58,57,58
59,58,61,32,61,57
62,50,74,26,63,47
45,60,65,53,69,46
26,34,59,63,35,61
38,47,70,56,50,62
50,58,70,38,64,60
39,49,49,60,49,67
60,47,66,23,58,65
61,62,62,27,64,63
34,49,55,60,45,62
54,55,68,56,57,66
49,50,69,56,60,55
59,58,60,23,60,62
29,47,63,56,49,74
48,62,65,46,63,49
61,57,58,22,62,62
58,50,67,32,60,60
59,47,74,23,60,54
46,60,65,48,65,59
60,62,62,21,60,58
52,56,67,51,63,66
56,56,76,49,62,56
42,52,79,53,56,57
59,42,56,25,54,76
46,52,77,53,57,58
61,54,74,42,63,57
38,52,62,57,54,68
51,51,82,22,66,46
60,60,63,50,65,60
58,53,67,29,66,42
60,38,56,26,54,73
52,55,80,24,59,49
59,54,67,22,68,51
54,58,63,49,63,56
59,49,72,30,55,62
37,54,61,54,57,64
58,46,86,26,60,56
60,61,53,48,62,71
37,51,68,54,58,70
49,58,61,54,57,62
26,32,45,61,34,64
50,54,63,57,60,65
51,57,40,59,56,76
21,36,55,60,41,65
62,56,35,31,51,67
60,45,74,20,62,50
56,55,66,31,61,50
58,44,66,22,64,63
55,63,62,54,61,61
52,55,68,25,65,39
46,55,64,59,60,59
46,57,69,54,58,64
32,47,71,55,56,58
29,50,63,60,47,68
55,56,74,54,60,63
52,52,79,47,66,51
60,50,58,26,57,70
63,49,59,23,64,38
46,58,64,58,60,57
24,38,63,60,40,64
28,47,57,59,40,65
34,49,68,60,56,70
54,60,65,50,63,59
49,51,76,39,69,41
47,61,65,41,65,48
27,51,63,60,40,64
46,52,68,23,67,50
61,52,58,21,61,62
58,52,79,25,61,58
62,46,57,23,58,63
32,55,63,56,60,51
59,44,75,20,62,51
57,58,69,29,61,38
47,59,65,59,61,58
42,50,58,57,50,76
54,60,60,41,61,46
45,59,67,56,63,54
36,55,68,58,60,66
59,54,60,15,64,58
26,38,60,60,45,70
60,42,76,21,55,65
61,55,75,35,65,51
50,59,69,41,63,51
34,48,76,56,55,73
43,57,75,46,61,45
45,59,70,48,62,53
27,48,50,60,42,65
57,50,71,46,64,56
47,53,70,56,57,58
44,57,62,60,56,64
50,61,66,59,64,52
49,55,79,53,64,54
58,43,68,25,59,67
62,45,71,24,62,49
22,29,69,59,32,67
24,35,65,61,45,60
56,60,62,55,62,73
62,42,66,25,57,51
60,49,76,28,63,55
62,55,59,43,56,61
36,38,59,61,61,52
40,50,74,54,61,54
59,61,65,44,67,48
55,49,70,20,67,49
49,58,67,52,65,60
60,44,71,21,54,57
64,50,74,22,63,49
51,58,68,36,67,48
58,62,59,53,60,59
24,46,63,60,52,70
49,61,60,52,66,56
58,54,72,32,63,57
65,50,64,27,66,48
53,54,70,32,66,57
30,50,74,56,57,66
57,59,67,33,58,64
59,44,75,19,61,55
33,38,60,64,48,58
56,58,59,38,63,58
52,54,81,50,61,49
48,54,58,58,57,70
46,55,57,60,62,71
58,53,73,29,62,61
29,51,32,63,48,54
41,51,83,50,64,58
31,43,58,60,37,69
32,35,60,62,42,62
59,58,60,57,63,59
34,56,59,59,54,57
31,49,77,54,54,64
25,46,59,62,51,63
58,59,63,33,65,56
33,47,57,61,48,57
34,41,58,61,43,65
47,53,69,55,55,74
59,57,61,26,58,60
59,50,64,27,59,70
62,59,60,19,60,58
49,54,69,41,62,54
37,45,60,61,46,64
54,58,69,51,67,59
50,55,56,57,56,66
51,55,72,41,67,52
53,59,75,38,64,45
59,54,60,36,58,57
58,53,87,28,63,59
48,60,63,60,60,58
23,36,52,63,30,72
33,49,74,56,57,59
32,50,71,56,57,55
55,57,68,58,61,61
58,47,68,26,59,69
40,56,67,56,61,62
60,65,58,48,59,64
53,64,65,48,62,53
57,55,61,48,63,58
61,59,57,47,62,60
36,42,64,61,54,59
35,40,63,61,63,56
61,54,74,33,64,57
60,52,60,36,62,59
40,52,64,55,57,75
24,37,50,60,46,72
60,58,61,51,60,58
31,32,52,65,36,57
28,40,72,59,40,60
51,54,72,29,68,40
48,62,67,50,63,62
56,59,83,52,63,73
59,59,64,33,59,57
54,51,85,44,62,68
48,46,65,58,56,66
29,43,58,57,38,76
56,52,77,40,65,46
44,55,70,35,70,33
46,53,71,58,51,67
60,49,73,41,58,77
60,54,60,24,61,63
51,58,63,50,63,64
41,52,75,53,59,62
34,51,55,58,58,63
57,58,59,50,62,58
35,46,54,59,43,67
50,58,75,42,61,49
54,56,64,46,60,58
31,56,62,57,54,52
53,52,72,33,63,44
53,60,73,45,63,56
44,57,56,59,59,54
52,56,62,51,64,51
34,43,64,59,55,68
40,49,69,54,63,56
47,60,57,57,62,57
54,58,67,31,61,64
42,50,76,54,64,44
44,57,51,60,56,52
62,44,55,20,56,61
49,56,51,54,59,63
48,54,75,23,63,53
61,59,60,37,63,58
49,57,64,48,60,66
48,59,64,49,65,42
55,55,71,36,67,43
52,57,73,54,61,58
58,64,57,29,60,62
52,50,79,40,66,67
53,55,73,41,60,50
34,48,74,57,50,70
24,39,74,57,34,76
52,53,86,25,61,42
44,60,64,56,60,69
32,50,71,56,51,60
32,41,61,61,38,62
57,49,73,29,60,67
30,48,77,56,58,58
58,51,74,34,63,55
29,47,64,61,49,66
24,40,55,60,36,62
31,38,59,58,47,70
62,49,66,23,65,48
57,57,51,58,58,67
64,48,76,24,64,46
53,58,65,41,64,54
36,49,71,58,58,69
58,54,78,17,61,57
60,53,54,38,53,64
48,54,66,30,62,44
32,51,71,56,56,61
59,63,70,57,64,44
29,40,62,60,46,66
58,57,56,55,59,57
57,47,78,29,60,64
46,56,73,34,63,52
56,49,71,23,64,58
56,52,68,19,62,55
59,46,79,21,64,46
43,57,67,59,64,59
60,48,45,27,57,67
51,61,65,52,62,58
47,54,47,55,56,73
59,43,84,21,66,48
52,60,56,55,62,64
47,54,72,57,62,67
45,58,65,54,57,55
61,55,58,38,60,62
54,59,66,34,62,49
53,53,73,25,64,48
60,55,73,34,62,50
51,53,80,33,62,45
63,56,60,24,56,60
41,51,53,58,53,71
60,42,73,19,64,46
57,53,66,36,62,69
57,59,62,20,64,54
57,51,76,21,63,59
38,48,54,60,52,67
57,53,59,35,63,53
62,46,60,20,57,66
37,57,63,59,59,51
46,57,63,26,58,55
30,52,74,54,55,51
59,58,64,32,67,53
37,49,73,56,58,57
46,52,66,60,59,63
59,57,62,35,60,57
37,52,64,56,54,64
29,49,64,57,51,64
58,47,66,31,57,77
26,53,70,56,43,61
52,56,75,28,67,44
55,60,59,32,64,57
50,57,81,49,57,55
48,52,73,55,60,60
60,58,79,47,64,55
58,57,66,29,61,63
52,58,66,44,63,54
53,55,69,57,58,67
23,43,64,61,48,55
42,52,41,59,51,64
42,55,62,59,53,60
62,47,56,22,59,47
34,45,50,57,47,75
61,51,76,27,62,49
54,63,62,21,62,62
48,58,62,37,59,52
51,57,72,38,68,58
48,56,68,59,62,56
58,50,81,29,62,66
50,57,73,49,62,62
57,52,69,29,67,50
32,38,46,61,38,62
42,49,72,54,58,57
38,50,65,56,60,53
60,51,49,29,54,66
37,56,72,59,62,58
34,50,76,53,59,46
38,50,63,59,55,70
56,58,71,37,63,61
57,55,70,32,65,46
59,61,62,34,60,60
54,54,76,42,63,56
26,39,33,63,46,59
55,52,72,33,66,36
59,53,61,23,61,58
35,52,63,58,60,62
35,53,54,61,59,61
47,59,69,41,53,51
62,35,43,33,50,67
25,42,66,59,40,67
32,49,76,55,57,72
63,46,44,26,55,67
51,53,66,54,58,66
54,60,71,54,61,65
59,55,61,54,60,59
53,56,60,45,62,62
31,42,51,61,47,64
40,56,63,56,54,62
59,57,60,43,64,60
56,48,85,25,62,63
41,52,75,58,60,66
51,53,72,25,63,45
30,39,66,60,41,68
